,Name,Type,Breed,Color,Sex,Size,Animal ID,Days in Shelter,Intake Type,Intake Subtype,Outcome Type,Intake Condition,Intake Jurisdiction,PredomBreed,PredomColor,DOB,IntakeDate,IntakeAge,IntakeAgeYrs
137,*DAVIS,CAT,DOMESTIC LH,BUFF/WHITE,Neutered,SMALL,A379064,18,STRAY,OVER THE COUNTER,EUTHANIZE,UNTREATABLE,SANTA ROSA,DOMESTIC LH,BUFF,2015-11-15,2018-10-30,1080 days 00:00:00.000000000,2.96
138,,CAT,DOMESTIC LH,GRAY TABBY,Male,KITTN,A379567,10,QUARANTINE,OVER THE COUNTER_STRAY,EUTHANIZE,UNTREATABLE,SANTA ROSA,DOMESTIC LH,GRAY,2018-10-07,2018-11-07,31 days 00:00:00.000000000,0.08
139,,CAT,DOMESTIC MH,BRN TABBY/WHITE,Female,SMALL,A375716,17,STRAY,COMM CAT,EUTHANIZE,UNKNOWN,COUNTY,DOMESTIC MH,BROWN,2017-09-07,2018-09-01,359 days 00:00:00.000000000,0.98
140,,CAT,DOMESTIC SH,TORTIE,Female,SMALL,A373874,3,STRAY,FIELD,EUTHANIZE,UNKNOWN,SANTA ROSA,DOMESTIC SH,TORTIE,,2018-06-08,,-1.0
141,ROCKY,DOG,PIT BULL,FAWN/WHITE,Neutered,LARGE,A311256,10,OWNER SURRENDER,OVER THE COUNTER,EUTHANIZE,UNTREATABLE,SANTA ROSA,PIT BULL,FAWN,2014-02-22,2018-12-18,1760 days 00:00:00.000000000,4.82
142,BELLA,DOG,POODLE MIN/MIX,WHITE,Spayed,SMALL,A366523,1,STRAY,FIELD,RETURN TO OWNER,TREATABLE/REHAB,SANTA ROSA,POODLE,WHITE,2016-03-10,2018-07-12,854 days 00:00:00.000000000,2.34
143,,DOG,PIT BULL/MIX,RED/WHITE,Male,MED,A381908,15,STRAY,OVER THE COUNTER,EUTHANIZE,UNTREATABLE,COUNTY,PIT BULL,RED,2017-12-13,2018-12-13,365 days 00:00:00.000000000,1.0
144,,CAT,DOMESTIC SH,ORG TABBY,Unknown,MED,A374731,12,STRAY,FIELD,EUTHANIZE,UNTREATABLE,COUNTY,DOMESTIC SH,ORANGE,,2018-07-14,,-1.0
147,,CAT,DOMESTIC SH,CRM TABBY,Male,MED,A374932,1,STRAY,FIELD,EUTHANIZE,UNKNOWN,COUNTY,DOMESTIC SH,CREAM,2017-07-25,2018-07-25,365 days 00:00:00.000000000,1.0
148,BELLE,CAT,SIAMESE,SEAL PT,Spayed,SMALL,A374646,15,OWNER SURRENDER,OVER THE COUNTER,EUTHANIZE,UNTREATABLE,SANTA ROSA,SIAMESE,SEAL PT,2012-07-25,2018-07-11,2177 days 00:00:00.000000000,5.96
149,,OTHER,BAT,BROWN,Unknown,SMALL,A375479,0,QUARANTINE,FLD_STRAY,EUTHANIZE,UNKNOWN,COUNTY,BAT,BROWN,,2018-08-20,,-1.0
153,,CAT,DOMESTIC SH,GRAY/WHITE,Female,KITTN,A374013,0,STRAY,OVER THE COUNTER,EUTHANIZE,UNTREATABLE,COUNTY,DOMESTIC SH,GRAY,,2018-06-13,,0.5
154,,CAT,SIAMESE,BLUE PT,Male,MED,A372950,18,STRAY,FIELD,EUTHANIZE,UNKNOWN,SANTA ROSA,SIAMESE,BLUE,,2018-05-26,,-1.0
155,,CAT,DOMESTIC SH,BLACK,Male,SMALL,A374005,0,STRAY,FIELD,EUTHANIZE,UNKNOWN,SANTA ROSA,DOMESTIC SH,BLACK,,2018-06-13,,-1.0
156,,DOG,PIT BULL,BLUE/WHITE,Male,MED,A377442,12,STRAY,OVER THE COUNTER,EUTHANIZE,UNTREATABLE,SANTA ROSA,PIT BULL,BLUE,,2018-10-06,,-1.0
157,,CAT,DOMESTIC SH,CALICO/WHITE,Female,SMALL,A374974,1,STRAY,FIELD,EUTHANIZE,UNKNOWN,COUNTY,DOMESTIC SH,CALICO,,2018-07-26,,-1.0
158,,CAT,DOMESTIC SH,BLACK,Unknown,KITTN,A375514,0,STRAY,OVER THE COUNTER,EUTHANIZE,UNTREATABLE,COUNTY,DOMESTIC SH,BLACK,,2018-08-21,,0.5
159,,CAT,DOMESTIC SH,BLACK/WHITE,Unknown,KITTN,A375516,0,STRAY,OVER THE COUNTER,EUTHANIZE,UNTREATABLE,COUNTY,DOMESTIC SH,BLACK,,2018-08-21,,0.5
160,,CAT,DOMESTIC MH,BLACK/WHITE,Female,KITTN,A374036,0,STRAY,FIELD,EUTHANIZE,UNTREATABLE,COUNTY,DOMESTIC MH,BLACK,,2018-06-14,,0.5
161,TIGER LILLY,CAT,DOMESTIC SH,GRAY,Spayed,SMALL,A373964,3,OWNER SURRENDER,FIELD,EUTHANIZE,UNTREATABLE,SANTA ROSA,DOMESTIC SH,GRAY,2015-06-11,2018-06-11,1096 days 00:00:00.000000000,3.0
162,,DOG,PIT BULL/MIX,BROWN/WHITE,Male,MED,A377246,13,STRAY,FIELD,EUTHANIZE,UNTREATABLE,COUNTY,PIT BULL,BROWN,,2018-10-05,,-1.0
163,,CAT,DOMESTIC LH,CALICO,Female,SMALL,A373788,7,STRAY,OVER THE COUNTER,EUTHANIZE,UNTREATABLE,COUNTY,DOMESTIC LH,CALICO,2004-06-07,2018-06-07,5113 days 00:00:00.000000000,14.01
164,,CAT,DOMESTIC SH,BRN TABBY,Neutered,SMALL,A374745,14,STRAY,OVER THE COUNTER,EUTHANIZE,UNTREATABLE,COUNTY,DOMESTIC SH,BROWN,,2018-07-14,,-1.0
165,*NANCY,DOG,PIT BULL,BR BRINDLE,Spayed,MED,A369191,148,STRAY,FIELD,ADOPTION,HEALTHY,SANTA ROSA,PIT BULL,BROWN,2015-03-02,2018-03-02,1096 days 00:00:00.000000000,3.0
166,,CAT,DOMESTIC SH,AGOUTI,Unknown,KITTN,A374062,0,STRAY,OVER THE COUNTER,EUTHANIZE,UNKNOWN,COUNTY,DOMESTIC SH,OTHER,2018-05-31,2018-06-15,15 days 00:00:00.000000000,0.04
167,,CAT,DOMESTIC SH,AGOUTI,Unknown,KITTN,A374063,0,STRAY,OVER THE COUNTER,EUTHANIZE,UNKNOWN,COUNTY,DOMESTIC SH,OTHER,2018-05-31,2018-06-15,15 days 00:00:00.000000000,0.04
169,,CAT,DOMESTIC SH,WHITE/BLACK,Unknown,SMALL,A376226,0,STRAY,FIELD,EUTHANIZE,UNTREATABLE,COUNTY,DOMESTIC SH,WHITE,,2018-09-21,,-1.0
170,JIBBY,CAT,DOMESTIC LH,BLACK,Neutered,SMALL,A373300,13,STRAY,OVER THE COUNTER,EUTHANIZE,UNTREATABLE,COUNTY,DOMESTIC LH,BLACK,,2018-06-02,,-1.0
171,,CAT,DOMESTIC SH,AGOUTI,Unknown,KITTN,A374061,0,STRAY,OVER THE COUNTER,EUTHANIZE,UNKNOWN,COUNTY,DOMESTIC SH,OTHER,2018-05-31,2018-06-15,15 days 00:00:00.000000000,0.04
172,,OTHER,BAT,BLACK,Unknown,SMALL,A376247,0,QUARANTINE,FLD_STRAY,EUTHANIZE,UNTREATABLE,COUNTY,BAT,BLACK,,2018-09-21,,-1.0
173,MARTHA,DOG,PIT BULL,FAWN,Spayed,MED,A375649,23,STRAY,FIELD,EUTHANIZE,UNTREATABLE,COUNTY,PIT BULL,FAWN,2016-08-29,2018-08-29,730 days 00:00:00.000000000,2.0
174,CHEWY,DOG,LABRADOR RETR/MIX,BLACK/WHITE,Neutered,LARGE,A206161,2,STRAY,FIELD,RETURN TO OWNER,UNKNOWN,SANTA ROSA,LABRADOR RETR,BLACK,2006-07-12,2018-10-17,4480 days 00:00:00.000000000,12.27
175,,CAT,DOMESTIC LH,BLACK/WHITE,Female,SMALL,A375051,0,STRAY,FIELD,EUTHANIZE,UNKNOWN,COUNTY,DOMESTIC LH,BLACK,2010-07-30,2018-07-30,2922 days 00:00:00.000000000,8.01
176,,CAT,DOMESTIC SH,CALICO,Female,SMALL,A374106,0,STRAY,FIELD,EUTHANIZE,UNTREATABLE,COUNTY,DOMESTIC SH,CALICO,,2018-06-18,,-1.0
177,,CAT,DOMESTIC SH,ORG TABBY,Neutered,SMALL,A376243,0,STRAY,FIELD,EUTHANIZE,UNTREATABLE,COUNTY,DOMESTIC SH,ORANGE,,2018-09-21,,-1.0
178,,CAT,DOMESTIC SH,GRAY/WHITE,Female,SMALL,A379652,11,STRAY,FIELD,EUTHANIZE,UNTREATABLE,SANTA ROSA,DOMESTIC SH,GRAY,2003-11-19,2018-11-10,5470 days 00:00:00.000000000,14.99
179,,CAT,DOMESTIC MH,BRN TABBY,Male,SMALL,A308816,0,STRAY,FIELD,EUTHANIZE,UNTREATABLE,COUNTY,DOMESTIC MH,BROWN,,2014-07-07,,-1.0
180,PETA,DOG,RAT TERRIER/CHIHUAHUA SH,WHITE/TRICOLOR,Spayed,SMALL,A375970,38,CONFISCATE,FLD_HOSPTL,RETURN TO OWNER,UNKNOWN,SANTA ROSA,RAT TERRIER,WHITE,2016-09-11,2018-09-11,730 days 00:00:00.000000000,2.0
181,,CAT,DOMESTIC SH,BLACK,Female,SMALL,A378302,0,STRAY,FIELD,EUTHANIZE,UNTREATABLE,SANTA ROSA,DOMESTIC SH,BLACK,,2018-10-19,,-1.0
182,PICKLE,CAT,DOMESTIC SH,BRN TABBY,Female,SMALL,A374429,3,OWNER SURRENDER,OVER THE COUNTER,EUTHANIZE,UNKNOWN,SANTA ROSA,DOMESTIC SH,BROWN,2011-01-03,2018-07-03,2738 days 00:00:00.000000000,7.5
183,,OTHER,BAT,BLACK,Unknown,SMALL,A374455,1,QUARANTINE,FLD_STRAY,EUTHANIZE,UNTREATABLE,COUNTY,BAT,BLACK,,2018-07-05,,-1.0
184,LOGAN,DOG,QUEENSLAND HEEL/MIX,BR BRINDLE/WHITE,Unknown,MED,A382253,1,STRAY,FIELD,RETURN TO OWNER,HEALTHY,COUNTY,OTHER,BROWN,,2018-12-29,,-1.0
185,,CAT,DOMESTIC SH,BUFF,Neutered,SMALL,A374468,0,STRAY,OVER THE COUNTER,EUTHANIZE,UNKNOWN,WINDSOR,DOMESTIC SH,BUFF,,2018-07-06,,-1.0
186,,DOG,POODLE MIN/MIX,WHITE,Male,SMALL,A374202,15,STRAY,OVER THE COUNTER,EUTHANIZE,UNTREATABLE,COUNTY,POODLE,WHITE,,2018-06-22,,-1.0
187,,OTHER,CHICKEN,BROWN,Female,SMALL,A374527,0,STRAY,OVER THE COUNTER,EUTHANIZE,UNTREATABLE,COUNTY,CHICKEN,BROWN,,2018-07-07,,-1.0
188,,OTHER,CHICKEN,RED/BLACK,Male,MED,A374257,117,CONFISCATE,FLD_CRUEL,EUTHANIZE,UNTREATABLE,COUNTY,CHICKEN,RED,,2018-06-25,,-1.0
189,,DOG,GREAT PYRENEES,WHITE,Male,LARGE,A375539,0,STRAY,FIELD,EUTHANIZE,UNKNOWN,COUNTY,GREAT PYRENEES,WHITE,,2018-08-23,,-1.0
191,,OTHER,CHICKEN,RED/BLACK,Male,MED,A374247,117,CONFISCATE,FLD_CRUEL,EUTHANIZE,UNTREATABLE,COUNTY,CHICKEN,RED,,2018-06-25,,-1.0
192,,CAT,DOMESTIC SH,BLACK,Unknown,KITTN,A378362,0,STRAY,OVER THE COUNTER,EUTHANIZE,UNTREATABLE,COUNTY,DOMESTIC SH,BLACK,,2018-10-20,,0.5
193,,CAT,DOMESTIC LH,CRM TABBY/BROWN,Unknown,SMALL,A377103,22,CONFISCATE,FLD_CORONR,EUTHANIZE,UNTREATABLE,SANTA ROSA,DOMESTIC LH,CREAM,,2018-09-28,,-1.0
194,PANTERA,CAT,DOMESTIC SH,WHITE/GRAY,Spayed,SMALL,A374359,56,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,TREATABLE/REHAB,SANTA ROSA,DOMESTIC SH,WHITE,2017-10-29,2018-06-29,243 days 00:00:00.000000000,0.67
195,,CAT,DOMESTIC MH,ORG TABBY,Male,SMALL,A374919,9,STRAY,COMM CAT,EUTHANIZE,UNTREATABLE,COUNTY,DOMESTIC MH,ORANGE,,2018-07-24,,-1.0
197,,CAT,DOMESTIC SH,BLACK/WHITE,Unknown,SMALL,A374747,19,STRAY,OVER THE COUNTER,EUTHANIZE,UNTREATABLE,COUNTY,DOMESTIC SH,BLACK,,2018-07-14,,-1.0
200,ANNIE,CAT,DOMESTIC SH,BRN TABBY,Spayed,SMALL,A375402,9,STRAY,FIELD,EUTHANIZE,UNTREATABLE,SANTA ROSA,DOMESTIC SH,BROWN,,2018-08-15,,-1.0
201,,CAT,DOMESTIC SH,GRAY TABBY,Unknown,SMALL,A375585,0,STRAY,FIELD,EUTHANIZE,UNTREATABLE,SANTA ROSA,DOMESTIC SH,GRAY,2015-08-25,2018-08-25,1096 days 00:00:00.000000000,3.0
203,,CAT,DOMESTIC SH,BRN TABBY,Female,SMALL,A374576,0,STRAY,FIELD,EUTHANIZE,TREATABLE/REHAB,COUNTY,DOMESTIC SH,BROWN,,2018-07-10,,-1.0
204,,CAT,DOMESTIC SH,GRAY TABBY,Unknown,SMALL,A375309,13,QUARANTINE,FLD_STRAY,EUTHANIZE,UNTREATABLE,COUNTY,DOMESTIC SH,GRAY,,2018-08-12,,-1.0
205,,CAT,DOMESTIC SH,GRAY/WHITE,Unknown,SMALL,A375140,0,STRAY,FIELD,EUTHANIZE,UNTREATABLE,SANTA ROSA,DOMESTIC SH,GRAY,,2018-08-03,,-1.0
207,,CAT,DOMESTIC SH,BLACK,Unknown,SMALL,A375144,0,STRAY,COMM CAT,RETURN TO OWNER,TREATABLE/MANAGEABLE,COUNTY,DOMESTIC SH,BLACK,,2018-08-03,,-1.0
208,,DOG,LABRADOR RETR/MIX,TRICOLOR,Male,MED,A092990,27,STRAY,FIELD,EUTHANIZE,UNTREATABLE,SANTA ROSA,LABRADOR RETR,TRICOLOR,2006-05-10,2016-07-08,3712 days 00:00:00.000000000,10.17
209,,CAT,DOMESTIC LH,WHITE/GRAY,Female,SMALL,A382422,1,STRAY,FIELD,EUTHANIZE,UNTREATABLE,COUNTY,DOMESTIC LH,WHITE,,2019-01-01,,-1.0
210,MULAN,DOG,ALASKAN HUSKY/SHIBA INU,RED/WHITE,Female,MED,A382419,1,STRAY,FIELD,RETURN TO OWNER,TREATABLE/MANAGEABLE,SANTA ROSA,ALASKAN HUSKY,RED,2007-01-01,2019-01-01,4383 days 00:00:00.000000000,12.01
211,,CAT,DOMESTIC SH,BLACK,Male,SMALL,A382439,0,QUARANTINE,OVER THE COUNTER_STRAY,EUTHANIZE,UNTREATABLE,COUNTY,DOMESTIC SH,BLACK,,2019-01-02,,-1.0
212,,DOG,GERM SHEPHERD/MIX,BL BRINDLE/BLACK,Female,LARGE,A384196,8,STRAY,FIELD,EUTHANIZE,UNKNOWN,COUNTY,GERM SHEPHERD,BLACK,,2019-02-03,,-1.0
213,,DOG,PARSON RUSS TER/CHIHUAHUA SH,TAN/WHITE,Male,SMALL,A374962,10,STRAY,OVER THE COUNTER,EUTHANIZE,UNTREATABLE,COUNTY,PARSON RUSS TER,TAN,,2018-07-25,,-1.0
214,,OTHER,BAT,BROWN,Unknown,SMALL,A375593,0,QUARANTINE,OVER THE COUNTER_STRAY,EUTHANIZE,UNTREATABLE,*ROHNERT PARK,BAT,BROWN,,2018-08-25,,-1.0
215,,OTHER,BAT,BROWN,Unknown,SMALL,A354639,1,QUARANTINE,FLD_STRAY,EUTHANIZE,UNTREATABLE,SANTA ROSA,BAT,BROWN,,2017-07-02,,-1.0
216,FELIX,CAT,DOMESTIC LH,BLACK,Neutered,SMALL,A374281,15,OWNER SURRENDER,OVER THE COUNTER,EUTHANIZE,UNTREATABLE,SANTA ROSA,DOMESTIC LH,BLACK,2010-06-26,2018-06-26,2922 days 00:00:00.000000000,8.01
217,,DOG,PIT BULL,BLUE,Neutered,MED,A384392,40,STRAY,OVER THE COUNTER,EUTHANIZE,UNKNOWN,SANTA ROSA,PIT BULL,BLUE,2011-02-16,2019-02-16,2922 days 00:00:00.000000000,8.01
219,TIGGER,CAT,DOMESTIC SH,ORANGE,Neutered,SMALL,A375267,14,OWNER SURRENDER,OVER THE COUNTER,EUTHANIZE,UNTREATABLE,WINDSOR,DOMESTIC SH,ORANGE,2016-08-10,2018-09-12,763 days 00:00:00.000000000,2.09
220,,OTHER,CHICKEN,RED/BLACK,Male,MED,A374243,120,CONFISCATE,FLD_CRUEL,EUTHANIZE,UNTREATABLE,COUNTY,CHICKEN,RED,,2018-06-25,,-1.0
221,,DOG,GERM SHEPHERD/AUST CATTLE DOG,BLACK/TAN,Male,LARGE,A377510,13,STRAY,FIELD,EUTHANIZE,UNTREATABLE,COUNTY,GERM SHEPHERD,BLACK,2017-04-10,2018-10-10,548 days 00:00:00.000000000,1.5
222,,OTHER,CHICKEN,RED/BLACK,Male,MED,A374246,120,CONFISCATE,FLD_CRUEL,EUTHANIZE,UNTREATABLE,COUNTY,CHICKEN,RED,,2018-06-25,,-1.0
223,,OTHER,BAT,BLACK,Unknown,SMALL,A380829,0,QUARANTINE,FLD_STRAY,EUTHANIZE,UNKNOWN,COUNTY,BAT,BLACK,,2018-11-26,,-1.0
224,,OTHER,CHICKEN,RED/BLACK,Male,MED,A374250,120,CONFISCATE,FLD_CRUEL,EUTHANIZE,UNTREATABLE,COUNTY,CHICKEN,RED,,2018-06-25,,-1.0
225,,OTHER,CHICKEN,RED/BLACK,Male,MED,A374253,120,CONFISCATE,FLD_CRUEL,EUTHANIZE,UNTREATABLE,COUNTY,CHICKEN,RED,,2018-06-25,,-1.0
226,,OTHER,CHICKEN,RED/BLACK,Male,MED,A374251,120,CONFISCATE,FLD_CRUEL,EUTHANIZE,UNTREATABLE,COUNTY,CHICKEN,RED,,2018-06-25,,-1.0
227,,OTHER,CHICKEN,RED/BLACK,Male,MED,A374252,120,CONFISCATE,FLD_CRUEL,EUTHANIZE,UNTREATABLE,COUNTY,CHICKEN,RED,,2018-06-25,,-1.0
228,,CAT,DOMESTIC SH,BLACK,Female,SMALL,A384321,2,STRAY,FIELD,EUTHANIZE,TREATABLE/REHAB,COUNTY,DOMESTIC SH,BLACK,,2019-02-11,,-1.0
229,,OTHER,CHICKEN,RED/BLACK,Male,MED,A374245,120,CONFISCATE,FLD_CRUEL,EUTHANIZE,UNTREATABLE,COUNTY,CHICKEN,RED,,2018-06-25,,-1.0
230,,CAT,DOMESTIC SH,ORANGE,Neutered,MED,A374335,14,STRAY,OVER THE COUNTER,EUTHANIZE,UNTREATABLE,SANTA ROSA,DOMESTIC SH,ORANGE,,2018-06-28,,-1.0
231,,CAT,DOMESTIC MH,WHITE/GRAY,Male,KITTN,A374524,0,STRAY,OVER THE COUNTER,EUTHANIZE,UNTREATABLE,SANTA ROSA,DOMESTIC MH,WHITE,2018-05-16,2018-07-12,57 days 00:00:00.000000000,0.16
232,*ROBIN,DOG,POODLE MIN/YORKSHIRE TERR,GRAY/TAN,Neutered,SMALL,A377784,42,STRAY,PRIV_SHELT,ADOPTION,HEALTHY,SANTA ROSA,POODLE,GRAY,2017-11-14,2018-10-16,336 days 00:00:00.000000000,0.92
233,,OTHER,CHICKEN,RED/BLACK,Male,MED,A374249,120,CONFISCATE,FLD_CRUEL,EUTHANIZE,UNTREATABLE,COUNTY,CHICKEN,RED,,2018-06-25,,-1.0
234,,CAT,DOMESTIC SH,BLACK/WHITE,Male,SMALL,A380850,0,STRAY,FIELD,EUTHANIZE,UNTREATABLE,SANTA ROSA,DOMESTIC SH,BLACK,,2018-11-27,,-1.0
235,,CAT,DOMESTIC MH,BLACK,Female,MED,A375204,0,STRAY,FIELD,EUTHANIZE,UNKNOWN,COUNTY,DOMESTIC MH,BLACK,,2018-08-07,,-1.0
236,,CAT,DOMESTIC SH,BLACK,Male,KITTN,A376260,5,STRAY,OVER THE COUNTER,EUTHANIZE,UNTREATABLE,COUNTY,DOMESTIC SH,BLACK,2018-08-07,2018-09-22,46 days 00:00:00.000000000,0.13
237,,OTHER,RACCOON,GRAY/BLACK,Unknown,SMALL,A362386,0,QUARANTINE,FLD_STRAY,EUTHANIZE,UNTREATABLE,COUNTY,OTHER,GRAY,,2017-10-07,,-1.0
238,EPHY,DOG,GERM SHEPHERD,BLACK/TAN,Female,MED,A334607,30,OWNER SURRENDER,OVER THE COUNTER,EUTHANIZE,UNTREATABLE,SANTA ROSA,GERM SHEPHERD,BLACK,2015-11-04,2018-07-31,1000 days 00:00:00.000000000,2.74
239,,CAT,DOMESTIC SH,BROWN/TAN,Spayed,SMALL,A375540,7,STRAY,FIELD,EUTHANIZE,UNTREATABLE,SANTA ROSA,DOMESTIC SH,BROWN,,2018-08-23,,-1.0
240,*VENUS,DOG,GERM SHEPHERD/MIX,BLACK/TAN,Spayed,PUPPY,A375499,9,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,HEALTHY,WINDSOR,GERM SHEPHERD,BLACK,2018-05-21,2018-08-21,92 days 00:00:00.000000000,0.25
241,*LISA,CAT,DOMESTIC SH,CALICO,Spayed,SMALL,A375722,53,STRAY,OVER THE COUNTER,EUTHANIZE,UNTREATABLE,SANTA ROSA,DOMESTIC SH,CALICO,2010-09-18,2018-09-01,2905 days 00:00:00.000000000,7.96
242,JEZEBEL,DOG,POMERANIAN,RED,Spayed,TOY,A032190,2,CONFISCATE,OVER THE COUNTER_CORONR,RETURN TO OWNER,UNKNOWN,COUNTY,POMERANIAN,RED,2002-05-01,2019-03-27,6174 days 00:00:00.000000000,16.92
243,,DOG,SIBERIAN HUSKY/ALASK MALAMUTE,GRAY/WHITE,Female,LARGE,A350313,31,STRAY,FIELD,EUTHANIZE,HEALTHY,COUNTY,SIBERIAN HUSKY,GRAY,2016-04-01,2017-04-01,365 days 00:00:00.000000000,1.0
244,NYLA,DOG,AUST CATTLE DOG/LABRADOR RETR,BLACK,Female,MED,A380354,10,QUARANTINE,FIELD_OS,RETURN TO OWNER,UNKNOWN,COUNTY,AUST CATTLE DOG,BLACK,2017-06-18,2018-11-18,518 days 00:00:00.000000000,1.42
245,,OTHER,CHICKEN,RED/GREEN,Male,SMALL,A375222,0,STRAY,FIELD,EUTHANIZE,UNTREATABLE,SANTA ROSA,CHICKEN,RED,,2018-08-08,,-1.0
247,ALI-I,DOG,ROTTWEILER,BLACK/TAN,Male,LARGE,A259313,6,OWNER SURRENDER,OVER THE COUNTER,EUTHANIZE,UNTREATABLE,SANTA ROSA,ROTTWEILER,BLACK,2014-08-02,2018-08-02,1461 days 00:00:00.000000000,4.0
248,,OTHER,CHICKEN,TRICOLOR,Unknown,SMALL,A375101,30,STRAY,FIELD,EUTHANIZE,UNTREATABLE,SANTA ROSA,CHICKEN,TRICOLOR,,2018-08-01,,-1.0
249,ONIPA-A,DOG,ROTTWEILER,BLACK/TAN,Male,LARGE,A375125,6,OWNER SURRENDER,OVER THE COUNTER,EUTHANIZE,UNTREATABLE,SANTA ROSA,ROTTWEILER,BLACK,2014-08-02,2018-08-02,1461 days 00:00:00.000000000,4.0
250,MISS KITTY,CAT,DOMESTIC LH,BLACK,Spayed,SMALL,A383556,29,OWNER SURRENDER,OVER THE COUNTER,EUTHANIZE,UNTREATABLE,SANTA ROSA,DOMESTIC LH,BLACK,2003-01-16,2019-01-16,5844 days 00:00:00.000000000,16.01
251,,CAT,DOMESTIC SH,BRN TABBY,Unknown,SMALL,A378524,0,STRAY,FIELD,EUTHANIZE,UNKNOWN,WINDSOR,DOMESTIC SH,BROWN,,2018-10-25,,-1.0
252,,OTHER,RABBIT SH,BROWN,Unknown,SMALL,A375696,0,STRAY,OVER THE COUNTER,EUTHANIZE,UNTREATABLE,SANTA ROSA,RABBIT,BROWN,,2018-08-31,,-1.0
253,,CAT,DOMESTIC LH,BLACK,Neutered,SMALL,A378528,0,STRAY,FIELD,EUTHANIZE,UNKNOWN,COUNTY,DOMESTIC LH,BLACK,,2018-10-25,,-1.0
254,SUNNY,DOG,PIT BULL,WHITE,Male,MED,A381259,0,STRAY,FIELD,RETURN TO OWNER,UNKNOWN,SANTA ROSA,PIT BULL,WHITE,2014-11-29,2018-11-29,1461 days 00:00:00.000000000,4.0
256,,OTHER,CHICKEN,RED,Male,SMALL,A380852,2,STRAY,FIELD,EUTHANIZE,UNTREATABLE,SANTA ROSA,CHICKEN,RED,,2018-11-27,,-1.0
258,,OTHER,CHICKEN,WHITE,Unknown,SMALL,A377133,0,CONFISCATE,FLD_ARREST,EUTHANIZE,UNTREATABLE,COUNTY,CHICKEN,WHITE,,2018-09-29,,-1.0
259,,OTHER,CHICKEN,WHITE,Unknown,SMALL,A377147,0,CONFISCATE,FLD_ARREST,EUTHANIZE,UNTREATABLE,COUNTY,CHICKEN,WHITE,,2018-09-29,,-1.0
260,,OTHER,KOI,GOLD,Unknown,MED,A362761,58,STRAY,FIELD,TRANSFER,UNKNOWN,COUNTY,KOI,GOLD,,2017-10-16,,-1.0
261,,OTHER,CHICKEN,WHITE,Unknown,SMALL,A377138,0,CONFISCATE,FLD_ARREST,EUTHANIZE,UNTREATABLE,COUNTY,CHICKEN,WHITE,,2018-09-29,,-1.0
262,NALA,CAT,DOMESTIC SH,BRN TABBY,Spayed,SMALL,A378344,7,OWNER SURRENDER,OVER THE COUNTER,EUTHANIZE,UNTREATABLE,COUNTY,DOMESTIC SH,BROWN,2006-10-19,2018-10-19,4383 days 00:00:00.000000000,12.01
263,,OTHER,CHICKEN,WHITE,Unknown,SMALL,A377136,0,CONFISCATE,FLD_ARREST,EUTHANIZE,UNTREATABLE,COUNTY,CHICKEN,WHITE,,2018-09-29,,-1.0
264,,OTHER,CHICKEN,WHITE,Unknown,SMALL,A377139,0,CONFISCATE,FLD_ARREST,EUTHANIZE,UNTREATABLE,COUNTY,CHICKEN,WHITE,,2018-09-29,,-1.0
266,,OTHER,CHICKEN,WHITE,Unknown,SMALL,A377140,0,CONFISCATE,FLD_ARREST,EUTHANIZE,UNTREATABLE,COUNTY,CHICKEN,WHITE,,2018-09-29,,-1.0
267,,OTHER,CHICKEN,WHITE,Unknown,SMALL,A377135,0,CONFISCATE,FLD_ARREST,EUTHANIZE,UNTREATABLE,COUNTY,CHICKEN,WHITE,,2018-09-29,,-1.0
268,,OTHER,CHICKEN,WHITE,Unknown,SMALL,A377137,0,CONFISCATE,FLD_ARREST,EUTHANIZE,UNTREATABLE,COUNTY,CHICKEN,WHITE,,2018-09-29,,-1.0
270,,CAT,DOMESTIC LH,GRAY/WHITE,Neutered,SMALL,A384249,9,STRAY,OVER THE COUNTER,EUTHANIZE,UNTREATABLE,COUNTY,DOMESTIC LH,GRAY,2014-02-07,2019-02-06,1825 days 00:00:00.000000000,5.0
271,,CAT,DOMESTIC SH,GRAY/WHITE,Female,SMALL,A382148,15,STRAY,OVER THE COUNTER,EUTHANIZE,UNTREATABLE,COUNTY,DOMESTIC SH,GRAY,2013-12-21,2018-12-21,1826 days 00:00:00.000000000,5.0
272,,DOG,YORKSHIRE TERR/MIX,WHITE,Female,SMALL,A379809,15,STRAY,FIELD,EUTHANIZE,UNTREATABLE,SANTA ROSA,YORKSHIRE TERR,WHITE,2012-11-15,2018-11-15,2191 days 00:00:00.000000000,6.0
273,*HAILEY,DOG,PARSON RUSS TER/MIX,WHITE/BROWN,Spayed,SMALL,A308167,11,STRAY,FIELD,ADOPTION,HEALTHY,COUNTY,PARSON RUSS TER,WHITE,2011-06-25,2014-06-20,1091 days 00:00:00.000000000,2.99
274,BINGO,DOG,ENG SPRNGR SPAN,WHITE,Neutered,LARGE,A329331,16,QUARANTINE,OVER THE COUNTER_OS,EUTHANIZE,UNTREATABLE,COUNTY,OTHER,WHITE,2013-05-18,2018-12-20,2042 days 00:00:00.000000000,5.59
