Name,Type,Breed,Color,Sex,Size,Date Of Birth,Impound Number,Kennel Number,Animal ID,Intake Date,Outcome Date,Days in Shelter,Intake Type,Intake Subtype,Outcome Type,Outcome Subtype,Intake Condition,Outcome Condition,Intake Jurisdiction,Outcome Jurisdiction,Outcome Zip Code,Location,Count,Zip Codes
*EMILIO,CAT,DOMESTIC SH,GRAY/WHITE,Neutered,SMALL,07/25/2016,K18-029444,CA02,A374810,08/11/2018,08/16/2018,5,ADOPTION RETURN,OVER THE COUNTER,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,COUNTY,,,,1,
,CAT,DOMESTIC SH,BLACK/WHITE,Female,SMALL,,K18-028552,TRUCK,A373533,06/05/2018,06/05/2018,0,STRAY,FIELD,DISPOSAL,DOA,UNKNOWN,DEAD,*PETALUMA,,,,1,
MAX,DOG,ALASKAN HUSKY,RED/WHITE,Neutered,LARGE,06/05/2017,K18-028486,TRUCK,A373208,06/01/2018,06/01/2018,0,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_PRVS,HEALTHY,HEALTHY,COUNTY,,,,1,
,CAT,DOMESTIC SH,BLACK,Female,KITTN,06/05/2018,K18-028817,CI01,A374305,06/27/2018,06/28/2018,1,STRAY,OVER THE COUNTER,EUTHANIZE,ILL SEVERE,TREATABLE/REHAB,UNTREATABLE,SANTA ROSA,,,,1,
,CAT,DOMESTIC SH,BLACK,Male,KITTN,06/05/2018,K18-028816,CI01,A374304,06/27/2018,06/28/2018,1,STRAY,OVER THE COUNTER,EUTHANIZE,ILL SEVERE,TREATABLE/REHAB,UNTREATABLE,SANTA ROSA,,,,1,
*CASSIUS,DOG,PIT BULL,BR BRINDLE/WHITE,Neutered,MED,12/04/2017,K18-030606,DA39,A379692,11/13/2018,12/05/2018,22,STRAY,FIELD,TRANSFER,HSSC,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95407,"95407(38.403734, -122.736775)",1,26079
,DOG,DOBERMAN PINSCH,BLACK/TAN,Male,LARGE,05/04/2017,K19-032116,DS78,A386759,05/04/2019,,0,STRAY,OVER THE COUNTER,,,UNKNOWN,,SANTA ROSA,,,,1,
,CAT,DOMESTIC SH,TORTIE,Female,KITTN,06/05/2018,K18-028820,CI01,A374308,06/27/2018,06/28/2018,1,STRAY,OVER THE COUNTER,DIED,IN FOSTER,TREATABLE/REHAB,DEAD,SANTA ROSA,,,,1,
,CAT,DOMESTIC SH,BLACK,Male,KITTN,06/05/2018,K18-028823,CI01,A374314,06/27/2018,06/28/2018,1,STRAY,OVER THE COUNTER,EUTHANIZE,ILL SEVERE,TREATABLE/REHAB,UNTREATABLE,SANTA ROSA,,,,1,
,CAT,DOMESTIC SH,BLACK,Male,KITTN,06/05/2018,K18-028819,CI01,A374307,06/27/2018,06/28/2018,1,STRAY,OVER THE COUNTER,DIED,IN FOSTER,TREATABLE/REHAB,UNTREATABLE,SANTA ROSA,,,,1,
,CAT,DOMESTIC SH,BLACK,Female,KITTN,,K18-028818,CI01,A374306,06/27/2018,06/28/2018,1,STRAY,OVER THE COUNTER,EUTHANIZE,ILL SEVERE,TREATABLE/REHAB,UNTREATABLE,SANTA ROSA,,,,1,
MAX,DOG,GERM SHEPHERD/MIX,WHITE,Neutered,MED,11/27/2014,K18-028751,DS64,A333519,06/22/2018,06/28/2018,6,OWNER SURRENDER,OVER THE COUNTER,EUTHANIZE,AGGRESSIVE,HEALTHY,UNTREATABLE,SANTA ROSA,,,,1,
,CAT,DOMESTIC SH,BLACK,Male,KITTN,06/05/2018,K18-028815,CI01,A374303,06/27/2018,06/28/2018,1,STRAY,OVER THE COUNTER,EUTHANIZE,ILL SEVERE,TREATABLE/REHAB,UNTREATABLE,SANTA ROSA,,,,1,
,CAT,DOMESTIC SH,BLACK/WHITE,Female,SMALL,,K18-028570,TX,A373658,06/06/2018,06/06/2018,0,STRAY,OVER THE COUNTER,EUTHANIZE,INJ SEVERE,UNTREATABLE,UNTREATABLE,SANTA ROSA,,,,1,
,CAT,DOMESTIC SH,BLACK/WHITE,Female,MED,,K18-028568,COOLER,A373654,06/05/2018,06/05/2018,0,STRAY,FIELD,DISPOSAL,DOA,UNKNOWN,DEAD,*COTATI,,,,1,
BILLIE,DOG,PIT BULL,GRAY/WHITE,Spayed,MED,03/24/2017,K18-028350,DA29,A372734,05/22/2018,06/06/2018,15,STRAY,OVER THE COUNTER,EUTHANIZE,AGGRESSIVE,UNTREATABLE,UNTREATABLE,COUNTY,,,,1,
WYNO,DOG,PIT BULL/MIX,BROWN,Male,LARGE,02/27/2010,K14-007898,DS75,A303305,02/27/2014,03/12/2014,13,OWNER SURRENDER,OVER THE COUNTER,EUTHANIZE,AGGRESSIVE,UNTREATABLE,UNTREATABLE,*HEALDSBURG,,,,1,
LILY,CAT,DOMESTIC SH,BLACK/WHITE,Spayed,SMALL,06/20/2016,K18-028725,CS06,A374164,06/20/2018,06/29/2018,9,OWNER SURRENDER,OVER THE COUNTER,EUTHANIZE,AGGRESSIVE,UNTREATABLE,UNTREATABLE,SANTA ROSA,,,,1,
ROXIE,DOG,GERM SHEPHERD/BELG MALINOIS,BROWN/BLACK,Female,LARGE,,K18-028649,DS91,A374037,06/14/2018,07/24/2018,40,STRAY,OVER THE COUNTER,EUTHANIZE,ILL SEVERE,UNTREATABLE,UNTREATABLE,COUNTY,,,,1,
,DOG,PIT BULL/MIX,GRAY,Male,LARGE,,K18-029327,DS70,A375124,08/02/2018,08/17/2018,15,STRAY,OVER THE COUNTER,EUTHANIZE,AGGRESSIVE,UNTREATABLE,UNTREATABLE,SANTA ROSA,,,,1,
SCOOBY,DOG,CHIHUAHUA SH,BROWN/WHITE,Neutered,SMALL,08/02/2003,K18-029332,DS94,A375127,08/02/2018,08/17/2018,15,OWNER SURRENDER,OVER THE COUNTER,EUTHANIZE,AGGRESSIVE,UNTREATABLE,UNTREATABLE,WINDSOR,,,,1,
,DOG,BORDER COLLIE,BLACK/WHITE,Unknown,MED,,K17-024911,VET,A357042,08/18/2017,08/18/2017,0,STRAY,FIELD,DIED,AT VET,TREATABLE/REHAB,DEAD,SANTA ROSA,,,,1,
,DOG,CHIHUAHUA SH,BLACK/TAN,Female,TOY,,K18-028756,DS92,A374218,06/22/2018,06/29/2018,7,STRAY,OVER THE COUNTER,EUTHANIZE,ILL SEVERE,UNTREATABLE,UNTREATABLE,SANTA ROSA,,,,1,
,CAT,DOMESTIC LH,CALICO,Female,SMALL,,K18-028434,CS05,A373005,05/29/2018,06/07/2018,9,STRAY,OVER THE COUNTER,EUTHANIZE,ILL SEVERE,UNTREATABLE,UNTREATABLE,WINDSOR,,,,1,
,OTHER,CHICKEN,RED/BLACK,Male,MED,,K18-028790,FREEZER,A374258,06/25/2018,,0,CONFISCATE,FLD_CRUEL,,,UNKNOWN,,COUNTY,,,,1,
,CAT,DOMESTIC SH,BLACK,Unknown,SMALL,,K18-030656,RECEIVING,A380260,11/17/2018,11/17/2018,0,STRAY,OVER THE COUNTER,EUTHANIZE,ILL SEVERE,UNKNOWN,UNTREATABLE,WINDSOR,,,,1,
,OTHER,BAT,BROWN,Unknown,SMALL,,K18-029362,PHLAB,A375167,08/06/2018,08/06/2018,0,QUARANTINE,FLD_STRAY,TRANSFER,LAB FRA,UNKNOWN,DEAD,COUNTY,,,,1,
,OTHER,CHICKEN,WHITE,Female,SMALL,,K18-030052,CI02,A377134,09/29/2018,10/01/2018,2,CONFISCATE,FLD_ARREST,EUTHANIZE,ILL SEVERE,UNKNOWN,UNTREATABLE,COUNTY,,,,1,
,DOG,GERM SHEPHERD,CREAM,Male,LARGE,,K18-028441,DS88,A373023,05/29/2018,06/08/2018,10,STRAY,FIELD,EUTHANIZE,AGGRESSIVE,UNTREATABLE,UNTREATABLE,*SONOMA,,,,1,
,CAT,DOMESTIC SH,BLACK,Unknown,KITTN,,K18-028599,RECEIVING,A373918,06/08/2018,06/08/2018,0,STRAY,OVER THE COUNTER,EUTHANIZE,ILL SEVERE,UNTREATABLE,UNTREATABLE,COUNTY,,,,1,
,CAT,DOMESTIC SH,CALICO,Female,SMALL,,K18-030234,COOLER,A377604,10/15/2018,10/16/2018,1,QUARANTINE,FIELD_OS,DISPOSAL,FRA,UNKNOWN,,*ROHNERT PARK,,,,1,
*DAVIS,CAT,DOMESTIC LH,BUFF/WHITE,Neutered,SMALL,11/15/2015,K18-030443,CS05,A379064,10/30/2018,11/17/2018,18,STRAY,OVER THE COUNTER,EUTHANIZE,ILL SEVERE,UNTREATABLE,UNTREATABLE,SANTA ROSA,,,,1,
,CAT,DOMESTIC LH,GRAY TABBY,Male,KITTN,10/07/2018,K18-030559,CS04,A379567,11/07/2018,11/17/2018,10,QUARANTINE,OVER THE COUNTER_STRAY,EUTHANIZE,FERAL,UNTREATABLE,UNTREATABLE,SANTA ROSA,,,,1,
,CAT,DOMESTIC MH,BRN TABBY/WHITE,Female,SMALL,09/07/2017,K18-029698,SMM,A375716,09/01/2018,09/18/2018,17,STRAY,COMM CAT,EUTHANIZE,INJ SEVERE,UNKNOWN,UNTREATABLE,COUNTY,,,,1,
,CAT,DOMESTIC SH,TORTIE,Female,SMALL,,K18-028591,CS06,A373874,06/08/2018,06/11/2018,3,STRAY,FIELD,EUTHANIZE,ILL SEVERE,UNKNOWN,TREATABLE/REHAB,SANTA ROSA,,,,1,
ROCKY,DOG,PIT BULL,FAWN/WHITE,Neutered,LARGE,02/22/2014,K18-030938,DA17,A311256,12/18/2018,12/28/2018,10,OWNER SURRENDER,OVER THE COUNTER,EUTHANIZE,AGGRESSIVE,UNTREATABLE,UNTREATABLE,SANTA ROSA,,,,1,
BELLA,DOG,POODLE MIN/MIX,WHITE,Spayed,SMALL,03/10/2016,K18-029088,VET,A366523,07/12/2018,07/13/2018,1,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_MCHIP,TREATABLE/REHAB,TREATABLE/REHAB,SANTA ROSA,,,,1,
,DOG,PIT BULL/MIX,RED/WHITE,Male,MED,12/13/2017,K18-030897,DS57,A381908,12/13/2018,12/28/2018,15,STRAY,OVER THE COUNTER,EUTHANIZE,AGGRESSIVE,UNTREATABLE,UNTREATABLE,COUNTY,,,,1,
,CAT,DOMESTIC SH,ORG TABBY,Unknown,MED,,K18-029117,CI02,A374731,07/14/2018,07/26/2018,12,STRAY,FIELD,EUTHANIZE,AGGRESSIVE,UNTREATABLE,UNTREATABLE,COUNTY,,,,1,
,CAT,DOMESTIC SH,TRICOLOR,Unknown,SMALL,,K18-028840,COOLER,A374339,06/28/2018,07/02/2018,4,STRAY,FIELD,DISPOSAL,DOA,UNKNOWN,,SANTA ROSA,,,,1,
,CAT,DOMESTIC SH,GRAY,Female,SMALL,,K18-029209,COOLER,A374935,07/25/2018,07/25/2018,0,STRAY,FIELD,DISPOSAL,DOA,TREATABLE/REHAB,DEAD,SANTA ROSA,,,,1,
,CAT,DOMESTIC SH,CRM TABBY,Male,MED,07/25/2017,K18-029208,TX,A374932,07/25/2018,07/26/2018,1,STRAY,FIELD,EUTHANIZE,INJ SEVERE,UNKNOWN,UNTREATABLE,COUNTY,,,,1,
BELLE,CAT,SIAMESE,SEAL PT,Spayed,SMALL,07/25/2012,K18-029076,CI02,A374646,07/11/2018,07/26/2018,15,OWNER SURRENDER,OVER THE COUNTER,EUTHANIZE,AGGRESSIVE,UNTREATABLE,UNTREATABLE,SANTA ROSA,,,,1,
,OTHER,BAT,BROWN,Unknown,SMALL,,K18-029542,TRUCK,A375479,08/20/2018,08/20/2018,0,QUARANTINE,FLD_STRAY,EUTHANIZE,FRA,UNKNOWN,UNTREATABLE,COUNTY,,,,1,
,CAT,DOMESTIC SH,BRN TABBY,Unknown,SMALL,,K18-029234,COOLER,A374971,07/25/2018,07/26/2018,1,STRAY,FIELD,DISPOSAL,DOA,UNKNOWN,DEAD,WINDSOR,,,,1,
,CAT,DOMESTIC SH,ORG TABBY,Unknown,KITTN,08/15/2018,K18-030237,COOLER,A377607,10/15/2018,10/17/2018,2,STRAY,FIELD,DISPOSAL,DOA,UNKNOWN,DEAD,COUNTY,,,,1,
,CAT,DOMESTIC LH,BRN TABBY,Female,SMALL,,K18-030238,COOLER,A377608,10/15/2018,10/17/2018,2,STRAY,FIELD,DISPOSAL,DOA,UNKNOWN,DEAD,COUNTY,,,,1,
,CAT,DOMESTIC SH,GRAY/WHITE,Female,KITTN,,K18-028636,RECEIVING,A374013,06/13/2018,06/13/2018,0,STRAY,OVER THE COUNTER,EUTHANIZE,ILL SEVERE,UNTREATABLE,UNTREATABLE,COUNTY,,,,1,
,CAT,SIAMESE,BLUE PT,Male,MED,,K18-028412,CI01,A372950,05/26/2018,06/13/2018,18,STRAY,FIELD,EUTHANIZE,ILL SEVERE,UNKNOWN,UNTREATABLE,SANTA ROSA,,,,1,
,CAT,DOMESTIC SH,BLACK,Male,SMALL,,K18-028630,TX,A374005,06/13/2018,06/13/2018,0,STRAY,FIELD,EUTHANIZE,INJ SEVERE,UNKNOWN,UNTREATABLE,SANTA ROSA,,,,1,
,DOG,PIT BULL,BLUE/WHITE,Male,MED,,K18-030141,DI099,A377442,10/06/2018,10/18/2018,12,STRAY,OVER THE COUNTER,EUTHANIZE,AGGRESSIVE,UNTREATABLE,UNTREATABLE,SANTA ROSA,,,,1,
,CAT,DOMESTIC SH,CALICO/WHITE,Female,SMALL,,K18-029240,TX,A374974,07/26/2018,07/27/2018,1,STRAY,FIELD,EUTHANIZE,INJ SEVERE,UNKNOWN,UNTREATABLE,COUNTY,,,,1,
,CAT,DOMESTIC SH,BLACK,Unknown,KITTN,,K18-029567,RECEIVING,A375514,08/21/2018,08/21/2018,0,STRAY,OVER THE COUNTER,EUTHANIZE,ILL SEVERE,UNTREATABLE,UNTREATABLE,COUNTY,,,,1,
,CAT,DOMESTIC SH,BLACK/WHITE,Unknown,KITTN,,K18-029568,RECEIVING,A375516,08/21/2018,08/21/2018,0,STRAY,OVER THE COUNTER,EUTHANIZE,ILL SEVERE,UNTREATABLE,UNTREATABLE,COUNTY,,,,1,
,CAT,DOMESTIC MH,BLACK/WHITE,Female,KITTN,,K18-028648,RECEIVING,A374036,06/14/2018,06/14/2018,0,STRAY,FIELD,EUTHANIZE,ILL SEVERE,UNTREATABLE,UNTREATABLE,COUNTY,,,,1,
TIGER LILLY,CAT,DOMESTIC SH,GRAY,Spayed,SMALL,06/11/2015,K18-028610,CS06,A373964,06/11/2018,06/14/2018,3,OWNER SURRENDER,FIELD,EUTHANIZE,AGGRESSIVE,UNTREATABLE,UNTREATABLE,SANTA ROSA,,,,1,
,DOG,PIT BULL/MIX,BROWN/WHITE,Male,MED,,K18-030121,DI105,A377246,10/05/2018,10/18/2018,13,STRAY,FIELD,EUTHANIZE,AGGRESSIVE,UNTREATABLE,UNTREATABLE,COUNTY,,,,1,
,CAT,DOMESTIC LH,CALICO,Female,SMALL,06/07/2004,K18-028583,SMM,A373788,06/07/2018,06/14/2018,7,STRAY,OVER THE COUNTER,EUTHANIZE,ILL SEVERE,UNTREATABLE,UNTREATABLE,COUNTY,,,,1,
,CAT,DOMESTIC SH,BRN TABBY,Neutered,SMALL,,K18-029125,CS05,A374745,07/14/2018,07/28/2018,14,STRAY,OVER THE COUNTER,EUTHANIZE,AGGRESSIVE,UNTREATABLE,UNTREATABLE,COUNTY,,,,1,
*NANCY,DOG,PIT BULL,BR BRINDLE,Spayed,MED,03/02/2015,K18-027431,DA34,A369191,03/02/2018,07/28/2018,148,STRAY,FIELD,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,SANTA ROSA,,,,1,
,CAT,DOMESTIC SH,AGOUTI,Unknown,KITTN,05/31/2018,K18-028667,RECEIVING,A374062,06/15/2018,06/15/2018,0,STRAY,OVER THE COUNTER,EUTHANIZE,ILL SEVERE,UNKNOWN,UNTREATABLE,COUNTY,,,,1,
,CAT,DOMESTIC SH,AGOUTI,Unknown,KITTN,05/31/2018,K18-028668,RECEIVING,A374063,06/15/2018,06/15/2018,0,STRAY,OVER THE COUNTER,EUTHANIZE,ILL SEVERE,UNKNOWN,UNTREATABLE,COUNTY,,,,1,
,DOG,LABRADOR RETR,BLACK/BLACK,Unknown,LARGE,,K18-028650,COOLER,A374042,06/15/2018,06/15/2018,0,STRAY,FIELD,DISPOSAL,DOA,UNKNOWN,DEAD,COUNTY,,,,1,
,CAT,DOMESTIC SH,WHITE/BLACK,Unknown,SMALL,,K18-029939,TRUCK,A376226,09/21/2018,09/21/2018,0,STRAY,FIELD,EUTHANIZE,INJ SEVERE,UNTREATABLE,UNTREATABLE,COUNTY,,,,1,
JIBBY,CAT,DOMESTIC LH,BLACK,Neutered,SMALL,,K18-028509,CS05,A373300,06/02/2018,06/15/2018,13,STRAY,OVER THE COUNTER,EUTHANIZE,ILL SEVERE,UNTREATABLE,UNTREATABLE,COUNTY,,,,1,
,CAT,DOMESTIC SH,AGOUTI,Unknown,KITTN,05/31/2018,K18-028666,RECEIVING,A374061,06/15/2018,06/15/2018,0,STRAY,OVER THE COUNTER,EUTHANIZE,ILL SEVERE,UNKNOWN,UNTREATABLE,COUNTY,,,,1,
,OTHER,BAT,BLACK,Unknown,SMALL,,K18-029958,EUTH,A376247,09/21/2018,09/21/2018,0,QUARANTINE,FLD_STRAY,EUTHANIZE,FRA,UNTREATABLE,DEAD,COUNTY,,,,1,
MARTHA,DOG,PIT BULL,FAWN,Spayed,MED,08/29/2016,K18-029650,DS74,A375649,08/29/2018,09/21/2018,23,STRAY,FIELD,EUTHANIZE,AGGRESSIVE,UNTREATABLE,UNTREATABLE,COUNTY,,,,1,
CHEWY,DOG,LABRADOR RETR/MIX,BLACK/WHITE,Neutered,LARGE,07/12/2006,K18-030279,DS79,A206161,10/17/2018,10/19/2018,2,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_MCHIP,UNKNOWN,PENDING,SANTA ROSA,SANTA ROSA,,,1,
,CAT,DOMESTIC LH,BLACK/WHITE,Female,SMALL,07/30/2010,K18-029282,TX,A375051,07/30/2018,07/30/2018,0,STRAY,FIELD,EUTHANIZE,ILL SEVERE,UNKNOWN,UNTREATABLE,COUNTY,,,,1,
,CAT,DOMESTIC SH,CALICO,Female,SMALL,,K18-028693,TX,A374106,06/18/2018,06/18/2018,0,STRAY,FIELD,EUTHANIZE,ILL SEVERE,UNTREATABLE,UNTREATABLE,COUNTY,,,,1,
,CAT,DOMESTIC SH,ORG TABBY,Neutered,SMALL,,K18-029954,EUTH,A376243,09/21/2018,09/21/2018,0,STRAY,FIELD,EUTHANIZE,ILL SEVERE,UNTREATABLE,UNTREATABLE,COUNTY,,,,1,
,CAT,DOMESTIC SH,GRAY/WHITE,Female,SMALL,11/19/2003,K18-030587,SMM,A379652,11/10/2018,11/21/2018,11,STRAY,FIELD,EUTHANIZE,ILL SEVERE,UNTREATABLE,UNTREATABLE,SANTA ROSA,,,,1,
,CAT,DOMESTIC MH,BRN TABBY,Male,SMALL,,K14-009680,TX,A308816,07/07/2014,07/07/2014,0,STRAY,FIELD,EUTHANIZE,INJ SEVERE,UNTREATABLE,UNTREATABLE,COUNTY,,,,1,
PETA,DOG,RAT TERRIER/CHIHUAHUA SH,WHITE/TRICOLOR,Spayed,SMALL,09/11/2016,K18-029846,DA48,A375970,09/11/2018,10/19/2018,38,CONFISCATE,FLD_HOSPTL,RETURN TO OWNER,OVER THE COUNTER_NOTICE,UNKNOWN,PENDING,SANTA ROSA,,,,1,
,CAT,DOMESTIC SH,BLACK,Female,SMALL,,K18-030302,SMM,A378302,10/19/2018,10/19/2018,0,STRAY,FIELD,EUTHANIZE,ILL SEVERE,UNTREATABLE,UNTREATABLE,SANTA ROSA,,,,1,
PICKLE,CAT,DOMESTIC SH,BRN TABBY,Female,SMALL,01/03/2011,K18-028907,CS05,A374429,07/03/2018,07/06/2018,3,OWNER SURRENDER,OVER THE COUNTER,EUTHANIZE,ILL SEVERE,UNKNOWN,UNTREATABLE,SANTA ROSA,,,,1,
,OTHER,BAT,BLACK,Unknown,SMALL,,K18-028941,EUTH,A374455,07/05/2018,07/06/2018,1,QUARANTINE,FLD_STRAY,EUTHANIZE,FRA,UNTREATABLE,DEAD,COUNTY,,,,1,
LOGAN,DOG,QUEENSLAND HEEL/MIX,BR BRINDLE/WHITE,Unknown,MED,,K18-031032,TRUCK,A382253,12/29/2018,12/30/2018,1,STRAY,FIELD,RETURN TO OWNER,FLD_IDTAG,HEALTHY,HEALTHY,COUNTY,,,,1,
,CAT,DOMESTIC SH,BUFF,Neutered,SMALL,,K18-028945,SMM,A374468,07/06/2018,07/06/2018,0,STRAY,OVER THE COUNTER,EUTHANIZE,ILL SEVERE,UNKNOWN,UNTREATABLE,WINDSOR,,,,1,
,DOG,POODLE MIN/MIX,WHITE,Male,SMALL,,K18-028748,DS93,A374202,06/22/2018,07/07/2018,15,STRAY,OVER THE COUNTER,EUTHANIZE,AGGRESSIVE,UNTREATABLE,UNTREATABLE,COUNTY,,,,1,
,OTHER,CHICKEN,BROWN,Female,SMALL,,K18-028996,RECEIVING,A374527,07/07/2018,07/07/2018,0,STRAY,OVER THE COUNTER,EUTHANIZE,INJ SEVERE,UNTREATABLE,UNTREATABLE,COUNTY,,,,1,
,OTHER,CHICKEN,RED/BLACK,Male,MED,,K18-028789,SAL,A374257,06/25/2018,10/20/2018,117,CONFISCATE,FLD_CRUEL,EUTHANIZE,AGGRESSIVE,UNTREATABLE,UNTREATABLE,COUNTY,,,,1,
,DOG,GREAT PYRENEES,WHITE,Male,LARGE,,K18-029584,TX,A375539,08/23/2018,08/23/2018,0,STRAY,FIELD,EUTHANIZE,INJ SEVERE,UNKNOWN,UNTREATABLE,COUNTY,,,,1,
KENNY,DOG,PIT BULL/MIX,BLACK/WHITE,Neutered,MED,11/09/2008,K19-031260,DA26,A383934,01/23/2019,,0,CONFISCATE,FLD_ARREST,,,TREATABLE/MANAGEABLE,,SANTA ROSA,,,,1,
,OTHER,CHICKEN,RED/BLACK,Male,MED,,K18-028778,SAL,A374247,06/25/2018,10/20/2018,117,CONFISCATE,FLD_CRUEL,EUTHANIZE,AGGRESSIVE,UNTREATABLE,UNTREATABLE,COUNTY,,,,1,
,CAT,DOMESTIC SH,BLACK,Unknown,KITTN,,K18-030354,RECEIVING,A378362,10/20/2018,10/20/2018,0,STRAY,OVER THE COUNTER,EUTHANIZE,ILL SEVERE,UNTREATABLE,UNTREATABLE,COUNTY,,,,1,
,CAT,DOMESTIC LH,CRM TABBY/BROWN,Unknown,SMALL,,K18-030029,CS06,A377103,09/28/2018,10/20/2018,22,CONFISCATE,FLD_CORONR,EUTHANIZE,AGGRESSIVE,UNTREATABLE,UNTREATABLE,SANTA ROSA,,,,1,
PANTERA,CAT,DOMESTIC SH,WHITE/GRAY,Spayed,SMALL,10/29/2017,K18-028860,CA02,A374359,06/29/2018,08/24/2018,56,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,TREATABLE/REHAB,HEALTHY,SANTA ROSA,OUT OF COUNTY,,,1,
,CAT,DOMESTIC MH,ORG TABBY,Male,SMALL,,K18-029201,CI02,A374919,07/24/2018,08/02/2018,9,STRAY,COMM CAT,EUTHANIZE,AGGRESSIVE,UNTREATABLE,UNTREATABLE,COUNTY,,,,1,
,DOG,PIT BULL,GRAY,Male,MED,,K19-032110,DS68,A386741,05/03/2019,,0,STRAY,FIELD,,,UNKNOWN,,SANTA ROSA,,,,1,
,CAT,DOMESTIC SH,BLACK/WHITE,Unknown,SMALL,,K18-029127,CS06,A374747,07/14/2018,08/02/2018,19,STRAY,OVER THE COUNTER,EUTHANIZE,AGGRESSIVE,UNTREATABLE,UNTREATABLE,COUNTY,,,,1,
,CAT,DOMESTIC MH,BRN TABBY,Neutered,SMALL,09/24/2017,K18-029886,CS05,A376074,09/14/2018,09/24/2018,10,STRAY,OVER THE COUNTER,DIED,IN SURGERY,HEALTHY,UNTREATABLE,COUNTY,,,,1,
*MOXIE,DOG,BORDER COLLIE,BLACK/WHITE,Female,MED,02/11/2012,K18-027246,,A368067,02/10/2018,,0,CONFISCATE,FLD_CRUEL,,,UNKNOWN,,COUNTY,,,,1,
ANNIE,CAT,DOMESTIC SH,BRN TABBY,Spayed,SMALL,,K18-029492,CI02,A375402,08/15/2018,08/24/2018,9,STRAY,FIELD,EUTHANIZE,AGGRESSIVE,UNTREATABLE,UNTREATABLE,SANTA ROSA,,,,1,
,CAT,DOMESTIC SH,GRAY TABBY,Unknown,SMALL,08/25/2015,K18-029613,TRUCK,A375585,08/25/2018,08/25/2018,0,STRAY,FIELD,EUTHANIZE,INJ SEVERE,UNTREATABLE,UNTREATABLE,SANTA ROSA,,,,1,
,CAT,DOMESTIC MH,BRN TABBY,Unknown,KITTN,,K17-023860,COOLER,A353873,06/06/2017,06/09/2017,3,STRAY,BORN_HERE,DIED,IN KENNEL,UNTREATABLE,DEAD,SANTA ROSA,,,,1,
,CAT,DOMESTIC SH,BRN TABBY,Female,SMALL,,K18-029036,TX,A374576,07/10/2018,07/10/2018,0,STRAY,FIELD,EUTHANIZE,ILL SEVERE,TREATABLE/REHAB,UNTREATABLE,COUNTY,,,,1,
,CAT,DOMESTIC SH,GRAY TABBY,Unknown,SMALL,,K18-029446,CI02,A375309,08/12/2018,08/25/2018,13,QUARANTINE,FLD_STRAY,EUTHANIZE,AGGRESSIVE,UNTREATABLE,UNTREATABLE,COUNTY,,,,1,
,CAT,DOMESTIC SH,GRAY/WHITE,Unknown,SMALL,,K18-029341,TRUCK,A375140,08/03/2018,08/03/2018,0,STRAY,FIELD,EUTHANIZE,INJ SEVERE,UNTREATABLE,UNTREATABLE,SANTA ROSA,,,,1,
,CAT,DOMESTIC SH,BLACK/WHITE,Neutered,SMALL,10/16/2006,K18-030235,SMM,A377605,10/15/2018,10/22/2018,7,STRAY,FIELD,DIED,IN KENNEL,UNKNOWN,UNTREATABLE,SANTA ROSA,,,,1,
,CAT,DOMESTIC SH,BLACK,Unknown,SMALL,,K18-029344,RECEIVING,A375144,08/03/2018,08/03/2018,0,STRAY,COMM CAT,RETURN TO OWNER,COMMCAT,TREATABLE/MANAGEABLE,TREATABLE/MANAGEABLE,COUNTY,,,,1,
,DOG,LABRADOR RETR/MIX,TRICOLOR,Male,MED,05/10/2006,K16-019688,DQ112,A092990,07/08/2016,08/04/2016,27,STRAY,FIELD,EUTHANIZE,AGGRESSIVE,UNTREATABLE,UNTREATABLE,SANTA ROSA,,,,1,
,CAT,DOMESTIC LH,WHITE/GRAY,Female,SMALL,,K19-031048,VET,A382422,01/01/2019,01/02/2019,1,STRAY,FIELD,EUTHANIZE,FERAL,UNTREATABLE,UNTREATABLE,COUNTY,,,,1,
MULAN,DOG,ALASKAN HUSKY/SHIBA INU,RED/WHITE,Female,MED,01/01/2007,K19-031046,VET,A382419,01/01/2019,01/02/2019,1,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_MCHIP,TREATABLE/MANAGEABLE,TREATABLE/MANAGEABLE,SANTA ROSA,,,,1,
,CAT,DOMESTIC SH,BLACK,Male,SMALL,,K19-031061,RECEIVING,A382439,01/02/2019,01/02/2019,0,QUARANTINE,OVER THE COUNTER_STRAY,EUTHANIZE,FRA,UNTREATABLE,UNTREATABLE,COUNTY,,,,1,
,DOG,GERM SHEPHERD/MIX,BL BRINDLE/BLACK,Female,LARGE,,K19-031366,DQ114,A384196,02/03/2019,02/11/2019,8,STRAY,FIELD,EUTHANIZE,ILL SEVERE,UNKNOWN,UNTREATABLE,COUNTY,,,,1,
